word,valence,arousal,dominance,trust
translate,0.604,0.423,0.462,0.0
translation,0.633,0.435,0.598,0.391
translator,0.76,0.412,0.473,0.0
translocation,0.367,0.612,0.564,0.0
translucent,0.6,0.5,0.389,0.0
transmission,0.688,0.49,0.611,0.0
transmit,0.836,0.581,0.673,0.0
transmitter,0.52,0.511,0.719,0.0
transmutation,0.438,0.74,0.737,0.0
transom,0.375,0.385,0.417,0.0
transparency,0.847,0.26,0.587,0.0
transparent,0.542,0.33,0.667,0.0
transplant,0.445,0.806,0.62,0.0
transplantation,0.531,0.694,0.61,0.0
transponder,0.564,0.575,0.565,0.0
transport,0.613,0.627,0.605,0.0
transportation,0.667,0.56,0.472,0.0
transporter,0.615,0.625,0.75,0.0
transpose,0.44,0.585,0.467,0.0
transposition,0.312,0.451,0.555,0.0
transsexual,0.264,0.815,0.423,0.0
transverse,0.429,0.429,0.525,0.0
transvestite,0.27,0.675,0.373,0.0
trap,0.104,0.61,0.391,0.0
trapdoor,0.094,0.67,0.462,0.0
trapeze,0.542,0.625,0.566,0.0
trapped,0.135,0.615,0.38,0.0
trapper,0.296,0.654,0.491,0.0
trapping,0.333,0.621,0.491,0.0
trappings,0.458,0.462,0.37,0.0
traps,0.235,0.673,0.481,0.0
trash,0.163,0.541,0.154,0.0
trashy,0.071,0.38,0.161,0.0
trauma,0.112,0.792,0.453,0.0
traumatic,0.062,0.885,0.427,0.0
travail,0.5,0.677,0.62,0.0
travel,0.931,0.689,0.535,0.422
traveler,0.837,0.571,0.7,0.0
traveling,0.9,0.75,0.582,0.0
traverse,0.571,0.59,0.629,0.0
travesty,0.354,0.644,0.407,0.0
trawl,0.255,0.59,0.464,0.0
trawler,0.316,0.43,0.405,0.0
tray,0.549,0.25,0.345,0.0
treacherous,0.112,0.815,0.402,0.0
treachery,0.104,0.852,0.448,0.0
tread,0.51,0.52,0.426,0.0
treadmill,0.459,0.636,0.436,0.0
treason,0.094,0.806,0.552,0.0
treasure,0.927,0.592,0.821,0.5
treasured,0.849,0.471,0.73,0.0
treasurer,0.694,0.456,0.755,0.562
treasures,0.867,0.771,0.842,0.0
treasury,0.812,0.541,0.736,0.0
treat,0.573,0.571,0.436,0.422
treatable,0.78,0.302,0.56,0.0
treatise,0.604,0.407,0.613,0.0
treatment,0.663,0.386,0.62,0.0
treaty,0.646,0.382,0.667,0.0
treble,0.358,0.471,0.466,0.0
tree,0.67,0.118,0.442,0.406
trees,0.653,0.137,0.537,0.0
trek,0.469,0.53,0.535,0.0
trellis,0.299,0.5,0.389,0.0
tremble,0.177,0.878,0.388,0.0
trembling,0.177,0.824,0.324,0.0
tremendous,0.6,0.888,0.773,0.0
tremendously,0.719,0.722,0.661,0.0
tremor,0.104,0.833,0.455,0.0
trench,0.429,0.76,0.429,0.0
trend,0.625,0.458,0.706,0.0
trending,0.75,0.472,0.6,0.0
trendy,0.713,0.52,0.536,0.0
trepidation,0.582,0.594,0.464,0.0
trespass,0.229,0.67,0.613,0.0
triad,0.469,0.413,0.528,0.0
triage,0.398,0.433,0.479,0.0
trial,0.438,0.663,0.612,0.0
triangle,0.562,0.269,0.352,0.0
triangular,0.43,0.32,0.397,0.0
triangulate,0.408,0.38,0.517,0.0
triathlon,0.521,0.853,0.663,0.0
tribal,0.417,0.404,0.482,0.0
tribe,0.664,0.486,0.516,0.586
tribulation,0.448,0.612,0.484,0.0
tribunal,0.41,0.67,0.797,0.516
tribune,0.61,0.585,0.556,0.469
tributary,0.615,0.463,0.616,0.0
tribute,0.684,0.573,0.7,0.0
trick,0.542,0.7,0.409,0.0
trickery,0.146,0.798,0.336,0.0
trickle,0.5,0.196,0.231,0.0
trickster,0.375,0.68,0.446,0.0
tricky,0.219,0.651,0.5,0.0
tricycle,0.633,0.402,0.368,0.0
trident,0.403,0.606,0.609,0.0
trifle,0.271,0.296,0.221,0.0
trifling,0.375,0.418,0.183,0.0
trig,0.438,0.417,0.415,0.0
trigger,0.271,0.804,0.66,0.0
trigonometry,0.396,0.4,0.616,0.0
trillion,0.592,0.42,0.623,0.0
trilogy,0.615,0.52,0.664,0.0
trim,0.5,0.466,0.43,0.0
trimester,0.783,0.336,0.538,0.0
trimmer,0.26,0.548,0.529,0.0
trimming,0.5,0.478,0.325,0.0
trine,0.396,0.365,0.317,0.0
trinity,0.635,0.346,0.66,0.0
trinket,0.521,0.352,0.368,0.0
trio,0.521,0.613,0.473,0.0
trip,0.875,0.643,0.538,0.0
tripartite,0.5,0.48,0.539,0.0
tripe,0.312,0.361,0.438,0.0
triple,0.585,0.385,0.481,0.0
triplet,0.622,0.51,0.618,0.0
triplicate,0.684,0.545,0.717,0.0
tripod,0.406,0.388,0.483,0.0
tripping,0.276,0.594,0.293,0.0
trite,0.458,0.418,0.29,0.0
tritium,0.412,0.471,0.422,0.0
triumph,0.969,0.798,0.926,0.0
triumphant,0.949,0.837,0.972,0.617
trivia,0.69,0.49,0.473,0.0
trivial,0.406,0.387,0.337,0.0
troll,0.378,0.627,0.327,0.0
trolley,0.562,0.558,0.464,0.0
trombone,0.562,0.5,0.5,0.0
troop,0.375,0.696,0.75,0.0
trooper,0.458,0.694,0.713,0.0
troops,0.385,0.718,0.804,0.0
trophy,0.947,0.643,0.676,0.406
tropic,0.74,0.529,0.536,0.0
tropical,0.74,0.461,0.509,0.0
tropics,0.74,0.383,0.412,0.0
trot,0.531,0.664,0.396,0.0
trouble,0.135,0.811,0.452,0.0
troubled,0.167,0.627,0.385,0.0
troublemaker,0.26,0.9,0.596,0.0
troubles,0.051,0.854,0.269,0.0
troublesome,0.283,0.894,0.404,0.0
trough,0.5,0.308,0.34,0.0
troupe,0.625,0.406,0.557,0.0
trousers,0.625,0.314,0.442,0.0
trout,0.516,0.387,0.298,0.0
trowel,0.47,0.418,0.25,0.0
truce,0.688,0.441,0.453,0.617
truck,0.531,0.368,0.546,0.266
trucker,0.494,0.609,0.5,0.0
truckload,0.48,0.45,0.534,0.0
truculent,0.21,0.731,0.498,0.0
true,0.896,0.436,0.777,0.789
truelove,0.86,0.6,0.587,0.0
truffle,0.677,0.323,0.418,0.0
truism,0.521,0.422,0.48,0.0
trump,0.64,0.716,0.898,0.0
trumpet,0.573,0.57,0.393,0.0
trumpeter,0.673,0.6,0.676,0.0
truncate,0.323,0.6,0.412,0.0
truncated,0.316,0.602,0.439,0.0
trundle,0.507,0.27,0.414,0.0
trunk,0.271,0.167,0.404,0.0
truss,0.521,0.482,0.569,0.422
trust,0.888,0.547,0.741,0.805
trustee,0.531,0.442,0.658,0.734
trusting,0.857,0.508,0.75,0.836
trustworthy,0.969,0.315,0.824,0.867
trusty,0.863,0.398,0.696,0.0
truth,0.971,0.4,0.685,0.844
truthful,0.708,0.467,0.807,0.836
truthfulness,0.92,0.549,0.808,0.906
try,0.604,0.551,0.556,0.0
tryout,0.459,0.539,0.472,0.0
tryouts,0.49,0.602,0.594,0.0
tsunami,0.042,0.944,0.684,0.0
tub,0.449,0.235,0.265,0.0
tuba,0.542,0.402,0.381,0.0
tubby,0.427,0.423,0.353,0.0
tube,0.418,0.279,0.409,0.0
tuberculosis,0.214,0.519,0.424,0.0
tubing,0.438,0.363,0.358,0.0
tubular,0.458,0.361,0.464,0.0
tubule,0.5,0.33,0.333,0.0
tuck,0.367,0.473,0.361,0.0
tucker,0.475,0.558,0.429,0.0
tuesday,0.469,0.184,0.33,0.0
tufted,0.5,0.51,0.406,0.0
tug,0.32,0.604,0.558,0.0
tugboat,0.271,0.51,0.652,0.0
tuition,0.531,0.372,0.436,0.0
tulip,0.73,0.189,0.356,0.0
tumble,0.276,0.556,0.272,0.0
tumbler,0.52,0.26,0.352,0.0
tumbleweed,0.312,0.471,0.427,0.0
tummy,0.427,0.365,0.23,0.0
tumor,0.102,0.664,0.324,0.0
tumour,0.092,0.627,0.464,0.0
tumult,0.271,0.64,0.636,0.0
tumultuous,0.208,0.622,0.59,0.0
tun,0.386,0.413,0.364,0.0
tuna,0.531,0.386,0.304,0.0
tunable,0.51,0.364,0.582,0.0
tune,0.708,0.479,0.426,0.0
tunic,0.531,0.248,0.391,0.0
tuning,0.719,0.39,0.635,0.0
tunnel,0.312,0.49,0.412,0.0
turban,0.469,0.386,0.426,0.0
turbidity,0.184,0.607,0.393,0.0
turbine,0.52,0.549,0.575,0.0
turbo,0.583,0.729,0.596,0.0
turbulence,0.062,0.922,0.532,0.0
turbulent,0.302,0.792,0.612,0.0
turd,0.24,0.519,0.383,0.0
turf,0.531,0.192,0.295,0.0
turkey,0.634,0.245,0.247,0.0
turmeric,0.542,0.316,0.312,0.0
turmoil,0.198,0.888,0.417,0.0
turn,0.531,0.398,0.482,0.0
turnaround,0.56,0.654,0.407,0.0
turned,0.63,0.538,0.583,0.0
turning,0.51,0.684,0.42,0.0
turnip,0.561,0.183,0.254,0.0
turnkey,0.531,0.382,0.427,0.0
turnoff,0.312,0.56,0.327,0.0
turnout,0.641,0.692,0.898,0.0
turnover,0.49,0.392,0.512,0.0
turnpike,0.459,0.434,0.462,0.0
turntable,0.531,0.455,0.406,0.0
turpentine,0.32,0.539,0.571,0.0
turquoise,0.786,0.226,0.357,0.0
turret,0.494,0.5,0.588,0.0
turtle,0.291,0.102,0.271,0.0
turtleneck,0.583,0.398,0.327,0.0
tussle,0.333,0.919,0.691,0.0
tutelage,0.393,0.442,0.609,0.469
tutor,0.75,0.346,0.826,0.0
tutoring,0.663,0.402,0.702,0.0
tutu,0.583,0.276,0.233,0.0
tux,0.531,0.365,0.462,0.0
tuxedo,0.694,0.354,0.519,0.0
tv,0.622,0.38,0.393,0.0
twain,0.541,0.255,0.37,0.0
twat,0.292,0.459,0.404,0.0
twats,0.406,0.588,0.383,0.0
tweak,0.44,0.462,0.452,0.0
tweed,0.51,0.44,0.412,0.0
tweet,0.659,0.49,0.537,0.0
tweezers,0.493,0.408,0.295,0.0
twelfth,0.521,0.292,0.527,0.0
twelve,0.49,0.298,0.412,0.0
twentieth,0.469,0.297,0.346,0.0
twenty,0.52,0.292,0.286,0.0
twerp,0.408,0.443,0.384,0.0
twig,0.378,0.288,0.236,0.0
twilight,0.622,0.341,0.633,0.0
twill,0.449,0.415,0.353,0.0
twin,0.688,0.363,0.453,0.0
twine,0.521,0.38,0.337,0.0
twinge,0.316,0.72,0.471,0.0
twinkle,0.719,0.724,0.61,0.0
twins,0.76,0.473,0.602,0.0
twirl,0.552,0.647,0.409,0.0
twist,0.375,0.469,0.337,0.0
twisted,0.071,0.736,0.311,0.0
twister,0.33,0.68,0.647,0.0
twit,0.194,0.653,0.198,0.0
twitch,0.51,0.74,0.548,0.0
twitching,0.292,0.7,0.482,0.0
twitchy,0.094,0.918,0.281,0.0
two,0.52,0.2,0.404,0.0
two step,0.583,0.314,0.327,0.0
twofaced,0.387,0.62,0.384,0.0
twofold,0.573,0.333,0.551,0.0
twosome,0.583,0.544,0.5,0.0
tycoon,0.682,0.596,0.867,0.0
tyke,0.5,0.388,0.3,0.0
type,0.5,0.284,0.364,0.0
typewriter,0.542,0.373,0.418,0.0
typhoid,0.265,0.458,0.401,0.0
typhoon,0.323,0.796,0.697,0.0
typical,0.635,0.206,0.426,0.0
typically,0.569,0.377,0.559,0.0
typist,0.551,0.559,0.528,0.0
typo,0.224,0.415,0.255,0.0
typography,0.48,0.334,0.574,0.0
tyrannical,0.167,0.86,0.731,0.0
tyranny,0.112,0.792,0.705,0.0
tyrant,0.115,0.85,0.683,0.0
tyre,0.48,0.358,0.407,0.0
ubiquitous,0.635,0.571,0.884,0.0
ubiquity,0.578,0.49,0.595,0.0
ugliness,0.094,0.407,0.267,0.0
ugly,0.167,0.63,0.254,0.0
uhoh,0.32,0.622,0.284,0.0
ukulele,0.513,0.358,0.365,0.0
ulcer,0.286,0.596,0.377,0.0
ulterior,0.375,0.509,0.49,0.0
ultimate,0.648,0.645,0.544,0.0
ultimately,0.385,0.48,0.558,0.0
ultimatum,0.219,0.855,0.837,0.0
ultimo,0.375,0.363,0.3,0.0
ultrasound,0.573,0.594,0.6,0.0
ultraviolet,0.604,0.448,0.673,0.0
umbilical,0.398,0.406,0.333,0.0
umbra,0.408,0.4,0.337,0.0
umbrella,0.583,0.246,0.255,0.0
umpire,0.52,0.592,0.755,0.492
umpteen,0.51,0.46,0.611,0.0
unabashed,0.292,0.614,0.488,0.0
unabated,0.532,0.42,0.466,0.0
unable,0.132,0.459,0.193,0.0
unacceptable,0.133,0.479,0.33,0.0
unaccompanied,0.292,0.376,0.297,0.0
unaccountable,0.18,0.6,0.543,0.172
unaccounted,0.41,0.338,0.361,0.0
unacknowledged,0.24,0.269,0.116,0.0
unadulterated,0.57,0.42,0.528,0.0
unaffected,0.542,0.265,0.571,0.0
unafraid,0.5,0.52,0.655,0.0
unaided,0.29,0.41,0.336,0.0
unaltered,0.571,0.269,0.598,0.0
unambiguous,0.406,0.39,0.578,0.0
unanimity,0.49,0.407,0.706,0.0
unanimous,0.656,0.38,0.682,0.0
unanimously,0.686,0.333,0.738,0.0
unannounced,0.24,0.588,0.291,0.0
unanswered,0.276,0.361,0.219,0.0
unanticipated,0.255,0.775,0.327,0.0
unappreciated,0.143,0.431,0.209,0.0
unapproved,0.184,0.471,0.254,0.0
unarmed,0.427,0.42,0.241,0.0
unassisted,0.302,0.32,0.211,0.0
unassuming,0.49,0.23,0.471,0.0
unattached,0.192,0.439,0.283,0.0
unattainable,0.22,0.635,0.571,0.0
unattended,0.255,0.4,0.167,0.0
unattractive,0.177,0.307,0.208,0.0
unauthorized,0.26,0.448,0.259,0.0
unavailable,0.323,0.281,0.159,0.0
unavoidable,0.35,0.58,0.445,0.0
unaware,0.208,0.355,0.31,0.0
unbalanced,0.302,0.596,0.343,0.0
unbearable,0.125,0.798,0.447,0.0
unbeatable,0.735,0.719,0.681,0.0
unbeaten,0.854,0.76,0.828,0.0
unbecoming,0.123,0.471,0.288,0.0
unbelief,0.265,0.582,0.407,0.0
unbelievable,0.771,0.79,0.717,0.0
unbiased,0.625,0.378,0.618,0.0
unborn,0.312,0.3,0.216,0.0
unbound,0.354,0.402,0.283,0.0
unbounded,0.646,0.6,0.736,0.0
unbreakable,0.653,0.573,0.759,0.0
unbridled,0.396,0.759,0.448,0.0
unbroken,0.55,0.224,0.602,0.523
unbutton,0.479,0.539,0.311,0.0
uncalled,0.344,0.294,0.222,0.0
uncanny,0.469,0.461,0.43,0.0
uncaring,0.177,0.245,0.321,0.0
uncensured,0.438,0.649,0.509,0.539
uncertain,0.363,0.5,0.164,0.0
uncertainty,0.064,0.494,0.282,0.0
unchallenged,0.552,0.394,0.545,0.0
unchangeable,0.375,0.442,0.709,0.0
unchanged,0.49,0.204,0.237,0.0
uncharted,0.188,0.406,0.413,0.0
uncherished,0.25,0.412,0.28,0.0
uncivilized,0.133,0.6,0.4,0.0
unclaimed,0.316,0.346,0.278,0.0
uncle,0.653,0.255,0.578,0.0
unclean,0.133,0.529,0.134,0.0
unclear,0.229,0.463,0.202,0.0
uncomfortable,0.188,0.61,0.214,0.0
uncommon,0.459,0.429,0.373,0.0
uncommonly,0.626,0.49,0.778,0.0
uncomplicated,0.74,0.26,0.453,0.0
uncompromising,0.32,0.531,0.613,0.0
unconcerned,0.562,0.283,0.298,0.0
unconditional,0.76,0.493,0.715,0.602
unconfirmed,0.334,0.321,0.339,0.0
unconnected,0.188,0.265,0.213,0.0
unconscionable,0.208,0.618,0.429,0.0
unconscious,0.24,0.356,0.195,0.0
unconsciousness,0.177,0.44,0.121,0.0
unconstitutional,0.23,0.588,0.491,0.0
unconstrained,0.653,0.64,0.635,0.0
uncontested,0.51,0.471,0.689,0.0
uncontrollable,0.265,0.79,0.626,0.0
uncontrolled,0.188,0.891,0.544,0.0
unconventional,0.177,0.509,0.288,0.0
unconvinced,0.409,0.458,0.228,0.0
unconvincing,0.19,0.532,0.144,0.0
uncooked,0.312,0.321,0.241,0.0
uncooperative,0.25,0.422,0.246,0.0
uncorrelated,0.333,0.327,0.316,0.0
uncouth,0.08,0.761,0.35,0.0
uncover,0.771,0.552,0.648,0.0
uncritical,0.48,0.367,0.412,0.469
uncut,0.448,0.422,0.278,0.0
undead,0.367,0.635,0.406,0.0
undecided,0.286,0.433,0.127,0.0
undefeated,0.833,0.752,0.825,0.0
undefined,0.26,0.418,0.35,0.0
undeniable,0.552,0.473,0.778,0.0
underage,0.469,0.461,0.3,0.0
underbelly,0.406,0.423,0.361,0.0
undercover,0.388,0.627,0.483,0.0
undercurrent,0.357,0.582,0.52,0.0
underdog,0.25,0.41,0.226,0.0
underestimate,0.413,0.464,0.193,0.0
undergo,0.398,0.554,0.339,0.0
undergraduate,0.583,0.5,0.559,0.0
underground,0.396,0.455,0.452,0.0
underhanded,0.188,0.415,0.527,0.0
underlay,0.521,0.365,0.458,0.0
underlie,0.323,0.378,0.275,0.0
underline,0.48,0.412,0.509,0.0
underlying,0.48,0.445,0.452,0.0
undermine,0.316,0.491,0.413,0.0
undermined,0.365,0.409,0.394,0.0
underneath,0.45,0.265,0.158,0.0
underpaid,0.146,0.413,0.209,0.0
underpants,0.448,0.473,0.276,0.0
underprivileged,0.167,0.449,0.172,0.0
underrated,0.208,0.52,0.333,0.0
underscore,0.375,0.275,0.306,0.0
undersea,0.545,0.49,0.425,0.0
undersecretary,0.459,0.377,0.594,0.0
undersized,0.316,0.425,0.298,0.0
understaffed,0.148,0.444,0.302,0.0
understand,0.76,0.374,0.643,0.0
understandable,0.776,0.363,0.566,0.0
understanding,0.865,0.304,0.689,0.688
understatement,0.347,0.48,0.473,0.0
understood,0.78,0.441,0.686,0.0
understudy,0.378,0.402,0.42,0.0
undertake,0.796,0.702,0.754,0.0
undertaker,0.363,0.696,0.611,0.0
undertaking,0.667,0.53,0.696,0.0
undertow,0.327,0.639,0.231,0.0
underwear,0.61,0.546,0.375,0.0
underwood,0.51,0.453,0.51,0.0
underworld,0.177,0.676,0.613,0.0
underwrite,0.416,0.52,0.423,0.469
underwriter,0.571,0.327,0.62,0.0
undeserved,0.219,0.552,0.283,0.0
undesirable,0.177,0.644,0.26,0.0
undesired,0.156,0.441,0.235,0.0
undetectable,0.438,0.539,0.604,0.0
undetected,0.224,0.304,0.268,0.0
undetermined,0.265,0.256,0.353,0.0
undeveloped,0.292,0.33,0.254,0.0
undignified,0.122,0.627,0.308,0.0
undirected,0.33,0.417,0.31,0.0
undisclosed,0.479,0.361,0.314,0.0
undiscovered,0.438,0.347,0.261,0.0
undisputed,0.646,0.588,0.673,0.0
undisturbed,0.725,0.287,0.434,0.0
undivided,0.51,0.38,0.49,0.0
undo,0.365,0.444,0.349,0.0
undoing,0.219,0.452,0.298,0.0
undoubted,0.592,0.461,0.74,0.0
undress,0.438,0.9,0.336,0.0
undressed,0.375,0.755,0.356,0.0
undue,0.156,0.573,0.318,0.0
undying,0.708,0.5,0.773,0.5
unearned,0.177,0.34,0.213,0.0
unearth,0.427,0.635,0.545,0.0
uneasiness,0.19,0.798,0.241,0.0
uneasy,0.115,0.598,0.349,0.0
uneducated,0.177,0.35,0.246,0.0
unemployed,0.094,0.481,0.23,0.0
unemployment,0.094,0.4,0.297,0.0
unencumbered,0.604,0.28,0.472,0.0
unending,0.385,0.519,0.454,0.0
unequal,0.118,0.433,0.202,0.0
unequalled,0.562,0.47,0.769,0.0
unequivocal,0.604,0.415,0.615,0.57
unequivocally,0.521,0.668,0.554,0.0
unethical,0.104,0.433,0.269,0.0
uneven,0.125,0.457,0.24,0.0
uneventful,0.51,0.343,0.41,0.0
unexpected,0.5,0.72,0.333,0.0
unexpectedly,0.354,0.759,0.462,0.0
unexplainable,0.26,0.448,0.61,0.0
unexplained,0.271,0.531,0.349,0.0
unexplored,0.401,0.64,0.388,0.0
unfailing,0.625,0.635,0.594,0.586
unfair,0.173,0.472,0.19,0.0
unfairness,0.17,0.817,0.336,0.0
unfaithful,0.031,0.806,0.298,0.0
unfamiliar,0.219,0.558,0.273,0.0
unfavorable,0.133,0.45,0.232,0.0
unfeeling,0.235,0.377,0.345,0.0
unfettered,0.569,0.65,0.586,0.0
unfinished,0.188,0.368,0.264,0.0
unfit,0.25,0.368,0.185,0.0
unflinching,0.667,0.606,0.882,0.0
unfold,0.612,0.51,0.52,0.0
unfollow,0.281,0.337,0.293,0.0
unforeseen,0.255,0.714,0.5,0.0
unforgettable,0.833,0.561,0.66,0.0
unforgivable,0.276,0.743,0.49,0.0
unforgiving,0.406,0.63,0.793,0.0
unfortunate,0.073,0.487,0.195,0.0
unfortunately,0.104,0.494,0.281,0.0
unfounded,0.271,0.52,0.41,0.0
unfreeze,0.458,0.297,0.375,0.0
unfriendly,0.173,0.67,0.458,0.0
unfulfilled,0.184,0.426,0.268,0.0
unfurnished,0.316,0.333,0.272,0.0
unglued,0.378,0.446,0.352,0.0
ungodly,0.296,0.423,0.388,0.0
ungrateful,0.219,0.461,0.275,0.0
unguarded,0.156,0.578,0.205,0.0
unhand,0.406,0.36,0.361,0.0
unhappiness,0.083,0.63,0.222,0.0
unhappy,0.112,0.5,0.155,0.0
unharmed,0.74,0.378,0.491,0.0
unhealthy,0.115,0.549,0.214,0.0
unheard,0.344,0.539,0.5,0.0
unhelpful,0.104,0.32,0.118,0.0
unhindered,0.729,0.441,0.725,0.0
unholy,0.327,0.56,0.445,0.0
unhook,0.375,0.592,0.31,0.0
unicorn,0.776,0.51,0.48,0.0
unidentified,0.385,0.361,0.199,0.0
unification,0.688,0.345,0.788,0.734
unified,0.729,0.439,0.764,0.0
uniform,0.57,0.245,0.655,0.0
uniformed,0.469,0.519,0.589,0.0
uniformity,0.745,0.353,0.538,0.0
uniformly,0.625,0.333,0.704,0.0
unimaginable,0.573,0.634,0.589,0.0
unimpeachable,0.684,0.55,0.784,0.617
unimpeached,0.458,0.335,0.433,0.523
unimportant,0.281,0.24,0.175,0.0
unimpressed,0.198,0.302,0.327,0.0
unimproved,0.163,0.377,0.144,0.0
uninfected,0.688,0.304,0.389,0.0
uninformed,0.156,0.37,0.182,0.0
uninhabited,0.301,0.23,0.221,0.0
uninitiated,0.271,0.288,0.288,0.0
uninspired,0.163,0.243,0.26,0.0
unintelligible,0.208,0.472,0.283,0.0
unintended,0.438,0.385,0.349,0.0
unintentional,0.333,0.538,0.306,0.0
unintentionally,0.46,0.49,0.286,0.0
uninterested,0.365,0.24,0.328,0.0
uninteresting,0.153,0.235,0.228,0.0
uninterrupted,0.5,0.434,0.527,0.0
uninvited,0.09,0.385,0.307,0.0
union,0.854,0.226,0.766,0.0
unique,0.823,0.347,0.661,0.0
unisex,0.492,0.417,0.417,0.0
unison,0.51,0.439,0.583,0.0
unit,0.562,0.235,0.578,0.0
unitary,0.531,0.239,0.641,0.0
unite,0.781,0.375,0.61,0.0
united,0.781,0.431,0.783,0.695
unity,0.837,0.288,0.658,0.641
universal,0.802,0.417,0.833,0.0
universality,0.796,0.41,0.84,0.0
universe,0.694,0.454,0.839,0.0
university,0.735,0.574,0.741,0.0
unjust,0.115,0.625,0.278,0.0
unjustifiable,0.115,0.596,0.394,0.0
unjustified,0.288,0.541,0.314,0.0
unkind,0.135,0.409,0.31,0.0
unknowable,0.347,0.54,0.396,0.0
unknown,0.357,0.45,0.204,0.0
unlawful,0.094,0.759,0.402,0.0
unleash,0.479,0.775,0.559,0.0
unlicensed,0.306,0.574,0.196,0.0
unlike,0.439,0.439,0.418,0.0
unlikely,0.271,0.293,0.245,0.0
unlimited,0.75,0.623,0.679,0.0
unlisted,0.365,0.265,0.218,0.0
unload,0.656,0.639,0.573,0.0
unloaded,0.469,0.38,0.331,0.0
unlock,0.582,0.442,0.592,0.0
unlucky,0.073,0.395,0.198,0.0
unmanageable,0.177,0.666,0.482,0.0
unmanned,0.235,0.441,0.324,0.0
unmarked,0.416,0.294,0.433,0.0
unmarried,0.438,0.48,0.545,0.0
unmask,0.323,0.69,0.52,0.0
unmatched,0.776,0.536,0.771,0.0
unmistakable,0.602,0.571,0.765,0.0
unmitigated,0.649,0.427,0.422,0.0
unmoved,0.184,0.355,0.36,0.0
unnamed,0.316,0.189,0.284,0.0
unnatural,0.153,0.587,0.434,0.0
unnecessary,0.219,0.358,0.19,0.0
unneeded,0.177,0.375,0.245,0.0
unnoticed,0.302,0.44,0.26,0.0
unnumbered,0.406,0.255,0.331,0.0
unobserved,0.398,0.255,0.257,0.0
unobstructed,0.583,0.44,0.573,0.0
unobtrusive,0.447,0.327,0.402,0.0
unoccupied,0.258,0.245,0.412,0.0
unofficial,0.26,0.302,0.255,0.32
unopened,0.542,0.34,0.265,0.0
unopposed,0.615,0.375,0.537,0.0
unordered,0.224,0.482,0.19,0.0
unorganised,0.25,0.5,0.212,0.0
unorganized,0.26,0.657,0.173,0.0
unorthodox,0.34,0.48,0.441,0.0
unpack,0.531,0.528,0.445,0.0
unpaid,0.3,0.413,0.365,0.0
unparalleled,0.708,0.306,0.538,0.0
unpleasant,0.122,0.612,0.185,0.0
unpleasantness,0.062,0.724,0.264,0.0
unplug,0.239,0.441,0.404,0.0
unplugged,0.367,0.375,0.318,0.0
unpopular,0.073,0.441,0.164,0.0
unprecedented,0.5,0.491,0.658,0.0
unpredictable,0.429,0.769,0.515,0.0
unprepared,0.204,0.45,0.152,0.0
unpretentious,0.51,0.296,0.41,0.0
unproductive,0.1,0.324,0.237,0.0
unprofessional,0.042,0.37,0.17,0.0
unprofitable,0.163,0.376,0.217,0.0
unprotected,0.15,0.582,0.197,0.0
unproven,0.296,0.427,0.216,0.0
unprovoked,0.565,0.327,0.385,0.0
unpublished,0.406,0.48,0.481,0.0
unpunished,0.292,0.594,0.519,0.0
unqualified,0.17,0.433,0.173,0.0
unquestionable,0.469,0.45,0.843,0.602
unquestionably,0.5,0.63,0.75,0.57
unquestioned,0.562,0.509,0.746,0.578
unquote,0.388,0.363,0.517,0.0
unravel,0.378,0.598,0.455,0.0
unreachable,0.208,0.679,0.557,0.0
unread,0.458,0.24,0.214,0.0
unreal,0.173,0.431,0.296,0.0
unrealistic,0.229,0.5,0.245,0.0
unreasonable,0.115,0.702,0.264,0.0
unrecorded,0.241,0.351,0.35,0.0
unregistered,0.255,0.337,0.266,0.0
unregulated,0.344,0.454,0.421,0.0
unrelated,0.302,0.27,0.264,0.0
unrelenting,0.5,0.79,0.875,0.0
unreliable,0.108,0.48,0.24,0.172
unremarkable,0.271,0.155,0.23,0.0
unrepentant,0.24,0.445,0.413,0.0
unrequited,0.143,0.441,0.179,0.0
unresolved,0.135,0.441,0.173,0.0
unresponsive,0.108,0.282,0.244,0.0
unrest,0.102,0.577,0.231,0.0
unrestrained,0.385,0.775,0.627,0.0
unrestricted,0.698,0.458,0.644,0.0
unromantic,0.208,0.316,0.307,0.0
unruly,0.24,0.745,0.547,0.0
unsafe,0.115,0.562,0.147,0.0
unsanitary,0.063,0.592,0.269,0.0
unsatisfactory,0.122,0.52,0.189,0.0
unsatisfied,0.2,0.547,0.241,0.0
unsavory,0.071,0.637,0.353,0.0
unscathed,0.625,0.308,0.611,0.0
unscheduled,0.312,0.436,0.3,0.0
unscientific,0.396,0.317,0.321,0.0
unscrew,0.333,0.462,0.396,0.0
unscrupulous,0.094,0.727,0.465,0.0
unseat,0.229,0.5,0.312,0.0
unseen,0.427,0.351,0.421,0.0
unselfish,0.615,0.353,0.377,0.0
unsettled,0.208,0.647,0.17,0.0
unsightly,0.226,0.559,0.373,0.0
unsolicited,0.094,0.339,0.28,0.0
unsolved,0.146,0.39,0.235,0.0
unsophisticated,0.327,0.491,0.339,0.0
unsound,0.146,0.222,0.272,0.0
unspeakable,0.327,0.567,0.393,0.0
unspecified,0.24,0.365,0.165,0.0
unspoken,0.177,0.26,0.208,0.0
unstable,0.167,0.587,0.15,0.0
unsteady,0.122,0.5,0.19,0.0
